fact_id,student_id,institution_id,year,dropout_status,dropout_reason_id,gpa,attendance_rate,age,gender
401,412,1004,2018,0,,3.78,76.3,26,M
402,413,1004,2022,0,,1.54,84.38,22,F
403,414,1004,2019,0,,2.92,59.02,26,M
404,415,1004,2022,0,,2.85,73.85,25,M
405,416,1004,2019,1,1,2.58,66.33,21,M
406,417,1004,2020,0,,1.8,82.76,22,M
407,418,1004,2020,0,,3.38,85.06,23,M
408,419,1004,2020,1,4,1.01,68.75,25,M
409,420,1004,2023,1,3,2.3,43.49,21,F
410,421,1004,2021,0,,3.06,76.85,21,F
411,422,1004,2022,0,,3.08,60.34,22,M
412,423,1004,2021,0,,1.96,80.46,26,F
413,424,1004,2019,0,,2.45,56.16,22,M
414,425,1004,2020,1,4,2.04,33.23,21,F
415,426,1004,2022,1,1,1.95,25.73,26,M
416,427,1004,2018,1,1,2.75,65.26,24,M
417,428,1004,2022,0,,1.83,81.31,21,M
418,429,1004,2019,1,3,2.75,49.84,26,M
419,430,1004,2022,1,2,1.6,67.61,22,M
420,431,1004,2019,1,1,1.04,28.6,24,F
421,432,1004,2018,0,,2.31,50.69,21,F
422,433,1004,2019,0,,2.6,60.79,21,M
423,434,1004,2021,1,1,2.09,31.58,22,F
424,435,1004,2021,0,,3.6,80.99,26,M
425,436,1004,2019,1,1,1.8,40.82,22,M
426,437,1004,2019,0,,3.19,79.7,24,M
427,438,1004,2018,1,1,2.56,26.83,23,F
428,439,1004,2018,0,,2.78,62.61,23,F
429,440,1004,2020,0,,1.5,69.93,26,F
430,441,1004,2022,0,,2.19,57.24,22,M
431,442,1004,2021,1,4,1.35,74.38,25,M
432,443,1004,2021,1,1,2.19,45.97,24,F
433,444,1004,2018,1,4,1.94,47.25,26,M
434,445,1004,2022,0,,2.77,63.43,25,M
435,446,1004,2022,1,3,1.48,26.7,23,F
436,447,1004,2020,0,,2.07,56.6,23,F
437,448,1004,2023,0,,1.68,67.54,22,F
438,449,1004,2022,1,4,2.43,52.9,26,F
439,450,1004,2020,1,3,1.79,77.31,23,M
440,451,1004,2020,1,1,1.04,20.24,21,F
441,452,1004,2020,0,,2.47,99.59,22,F
442,453,1004,2020,0,,3.18,55.46,22,M
443,454,1004,2021,0,,3.49,97.11,25,M
444,455,1004,2019,1,4,1.89,25.75,21,F
445,456,1004,2019,0,,1.66,91.5,21,M
446,457,1004,2020,1,4,1.46,63.86,26,F
447,458,1004,2020,0,,2.43,62.7,24,F
448,459,1004,2019,0,,1.96,55.47,23,M
449,460,1004,2019,1,1,1.5,43.67,25,F
450,461,1004,2020,0,,2.15,89.14,21,M
451,462,1004,2023,1,1,1.45,64.63,22,M
452,463,1004,2019,0,,2.64,67.66,21,M
453,464,1004,2020,0,,3.47,67.24,26,F
454,465,1004,2023,0,,2.81,98.92,24,M
455,466,1004,2023,0,,3.03,78.73,23,M
456,467,1004,2018,0,,1.5,56.18,22,F
457,468,1004,2018,1,4,2.08,34.21,22,M
458,469,1004,2023,1,1,2.02,48.04,26,M
459,470,1004,2021,0,,1.73,79.97,22,M
460,471,1004,2019,1,3,2.22,53.6,25,M
461,472,1004,2019,0,,1.57,91.52,23,M
462,473,1004,2022,1,4,2.62,31.17,23,M
463,474,1004,2021,0,,2.37,88.04,23,F
464,475,1004,2023,1,1,1.35,29.81,24,M
465,476,1004,2019,0,,2.2,51.58,23,F
466,477,1004,2023,0,,1.93,64.34,26,F
467,478,1004,2023,0,,3.91,52.48,21,F
468,479,1004,2022,1,1,2.72,78.95,23,M
469,480,1004,2021,0,,1.68,98.02,24,F
470,481,1004,2019,0,,3.46,97.3,24,F
471,482,1004,2020,0,,2.13,91.32,25,F
472,483,1004,2020,1,2,3,38.99,22,M
473,484,1004,2022,0,,1.9,53.53,22,F
474,485,1004,2019,0,,3.9,86.4,24,M
475,486,1004,2023,0,,1.84,69.55,24,M
476,487,1004,2021,0,,3.56,73.85,21,F
477,488,1004,2022,0,,2.68,69.76,26,F
478,489,1004,2021,0,,3.71,69.55,26,M
479,490,1004,2018,1,3,2.76,71.85,24,M
480,491,1004,2018,0,,3.23,69.44,23,F
481,492,1004,2019,0,,3.52,59.86,26,M
482,493,1004,2021,0,,2.71,53.19,26,M
483,494,1004,2022,0,,3.56,63.99,23,M
484,495,1004,2021,1,1,2.95,54.07,24,F
485,496,1004,2023,0,,3.67,63.17,23,F
486,497,1004,2023,0,,1.71,62.58,26,F
487,498,1004,2020,0,,2.12,85.28,22,M
488,499,1004,2022,0,,1.82,76.67,21,M
489,500,1004,2021,0,,2.84,78.76,21,M
490,501,1004,2020,0,,3.84,99,23,M
491,502,1004,2023,0,,2.04,86.68,22,M
492,503,1004,2021,0,,2.5,91.6,22,M
493,504,1004,2022,0,,1.62,84.07,22,M
494,505,1004,2020,0,,3.66,73.22,24,F
495,506,1004,2019,0,,2.73,50.97,22,M
496,507,1004,2022,0,,2.36,71.37,26,M
497,508,1004,2023,1,2,2.64,56.79,23,M
498,509,1004,2022,0,,3.99,57.4,26,F
499,510,1004,2022,0,,2.66,62.59,26,M
500,511,1004,2018,1,4,1.85,22.01,24,F
501,512,1004,2020,1,4,1.93,67.16,23,F
502,513,1004,2019,0,,2.58,76.64,23,F
503,514,1004,2022,0,,3.16,65.2,21,M
504,515,1004,2019,0,,3.55,56.51,25,F
505,516,1004,2018,1,1,1.91,72.39,26,M
506,517,1004,2022,1,1,1.08,35.1,26,F
507,518,1004,2019,0,,2.66,77.08,23,F
508,519,1004,2021,1,1,1.86,52.27,21,M
509,520,1004,2018,1,1,2.57,34.35,21,F
510,521,1004,2022,0,,3.61,51.18,22,F
511,522,1004,2019,0,,3.01,69.21,26,F
512,523,1004,2019,0,,2.07,87.81,26,M
513,524,1004,2018,0,,1.87,89.41,24,M
514,525,1004,2022,0,,3.02,64.13,24,F
515,526,1004,2019,1,2,1.28,62.35,25,M
516,527,1004,2022,0,,1.81,83.83,25,F
517,528,1004,2023,0,,2.63,68.65,26,M
518,529,1004,2022,0,,1.77,54.6,22,M
519,530,1004,2022,0,,2.51,73.94,24,M
520,531,1004,2023,0,,3.54,80.44,24,F
521,532,1004,2022,0,,1.88,94.06,25,M
522,533,1004,2022,0,,3.71,93.61,21,F
523,534,1004,2018,0,,3.15,98.44,21,M
524,535,1004,2022,0,,2.81,72.63,21,M
525,536,1004,2022,0,,3.97,72.32,24,M
526,537,1004,2018,0,,2.07,61.67,24,M
527,538,1004,2020,0,,2.24,52.55,21,F
528,539,1004,2018,0,,4,71.24,21,F
529,540,1004,2023,1,2,2.39,44.6,26,M
